time,"[EPS] Mode ()","[EPS] Steering wheel angle (°)","[EPS] System voltage #1 (V)","[EPS] System voltage #2 (V)","[EPS] Vehicle speed (km/h)","Absolute load value (%)","Altitude (GPS) (m)","Average speed (km/h)","Average speed (GPS) (km/h)","Barometric pressure (psi)","Control module voltage (V)","Distance travelled (km)","Distance travelled (total) (km)","Engine coolant temperature (℃)","Engine RPM (rpm)","Intake air temperature (℃)","OBD Module Voltage (V)","Speed (GPS) (km/h)","Throttle position (%)","Vehicle acceleration (m/s²)","Vehicle speed (km/h)",Latitude,Longtitude,
15:14:56.843,,,,,,,,,,,,,,89,,,,,,,,-0.330874831415713,-78.4322913363576,
15:14:56.935,,,,,,,,,,10.587754874511,14.274,,,,663,33,,,12.9411764705882,,0,-0.330874831415713,-78.4322913363576,
15:14:57.056,,,,,,12.156862745098,,,,,,,,,,,,,,,,-0.330874831415713,-78.4322913363576,
15:14:57.139,,,,,,,,,,,,,,,,,13.3,,,,,-0.330874831415713,-78.4322913363576,
15:14:57.241,0,38.7,12.8,12.7,0,,,,,,,,,,,,,,,,,-0.330874831415713,-78.4322913363576,
15:14:57.362,,,,,,,,,,10.587754874511,14.172,0,2.14187908736111,,658,33,,,12.9411764705882,,0,-0.330874831415713,-78.4322913363576,
15:14:57.436,,,,,,12.156862745098,,,,,,,,,,,,,,,,-0.330874831415713,-78.4322913363576,
15:14:57.473,,,,,,,,,,,,,,,,,13.3,,,,,-0.330874831415713,-78.4322913363576,
15:14:57.594,0,38.7,12.8,12.7,0,,,,,,,,,,,,,,,,,-0.330874831415713,-78.4322913363576,
15:14:57.742,,,,,,,,,,,,,,89,,,,,,,,-0.330874831415713,-78.4322913363576,
15:14:57.829,,,,,,,,0,,10.587754874511,14.172,0,2.14187908736111,,665,33,,,12.9411764705882,,0,-0.330874831415713,-78.4322913363576,
15:14:57.881,,,,,,12.156862745098,,,,,,,,,,,,,,,,-0.330874831415713,-78.4322913363576,
15:14:58.093,,,,,,,,,,,,,,,,,13.3,,,,,-0.330874831415713,-78.4322913363576,
15:14:58.161,0,35.8,12.8,12.7,0,,,,,,,,,,,,,,,,,-0.330874831415713,-78.4322913363576,
15:14:58.289,,,,,,,,0,,10.587754874511,14.274,0,2.14187908736111,,667,33,,,12.9411764705882,,0,-0.330874831415713,-78.4322913363576,
15:14:58.331,,,,,,12.156862745098,,,,,,,,,,,,,,,,-0.330874831415713,-78.4322913363576,
15:14:58.366,,,,,,,,,,,,,,,,,13.4,,,,,-0.330874831415713,-78.4322913363576,
15:14:58.452,0,35.5,12.8,12.7,0,,,,,,,,,,,,,,,,,-0.330874831415713,-78.4322913363576,
