time,"[EPS] Mode ()","[EPS] Steering wheel angle (°)","[EPS] System voltage #1 (V)","[EPS] System voltage #2 (V)","[EPS] Vehicle speed (km/h)","Absolute load value (%)","Altitude (GPS) (m)","Average speed (km/h)","Average speed (GPS) (km/h)","Barometric pressure (psi)","Control module voltage (V)","Distance travelled (km)","Distance travelled (total) (km)","Engine coolant temperature (℃)","Engine RPM (rpm)","Intake air temperature (℃)","OBD Module Voltage (V)","Speed (GPS) (km/h)","Throttle position (%)","Vehicle acceleration (m/s²)","Vehicle speed (km/h)",Latitude,Longtitude,
11:23:07.303,,,,,,,,,,,,,,,,,13.1,,,,,-0.318263210356236,-78.4595753531903,
11:23:07.325,0,32.5,12.7,12.7,0,,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:07.427,,,,,,,,0,,10.732792612518,14.172,0,2.14187908736111,,658,36,,,12.9411764705882,0,0,-0.318263210356236,-78.4595753531903,
11:23:07.483,,,,,,11.7647058823529,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:07.627,,,,,,,,,,,,,,,,,13.2,,,,,-0.318263210356236,-78.4595753531903,
11:23:07.660,0,32.5,12.7,12.7,0,,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:07.760,,,,,,,,,,,,,,91,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:07.817,,,,,,,,0,,10.732792612518,14.172,0,2.14187908736111,,660,36,,,12.9411764705882,0,0,-0.318263210356236,-78.4595753531903,
11:23:07.862,,,,,,12.156862745098,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:07.941,,,,,,,,,,,,,,,,,13.3,,,,,-0.318263210356236,-78.4595753531903,
11:23:07.985,0,32.5,12.6,12.5,0,,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:08.079,,,,,,,,0,,10.732792612518,14.172,0,2.14187908736111,,653,36,,,12.9411764705882,0,0,-0.318263210356236,-78.4595753531903,
11:23:08.144,,,,,,12.156862745098,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:08.239,,,,,,,,,,,,,,,,,13.3,,,,,-0.318263210356236,-78.4595753531903,
11:23:08.295,0,32.5,12.7,12.6,0,,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:08.386,,,,,,,,,,,,,,91,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:08.453,,,,,,,,0,,10.732792612518,14.172,0,2.14187908736111,,665,36,,,12.9411764705882,0,0,-0.318263210356236,-78.4595753531903,
11:23:08.497,,,,,,12.156862745098,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:08.565,,,,,,,,,,,,,,,,,13.3,,,,,-0.318263210356236,-78.4595753531903,
11:23:08.616,0,32.5,12.7,12.6,0,,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:08.734,,,,,,,,0,,10.732792612518,14.172,0,2.14187908736111,,670,36,,,12.9411764705882,0,0,-0.318263210356236,-78.4595753531903,
11:23:08.783,,,,,,12.156862745098,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:08.861,,,,,,,,,,,,,,,,,13.3,,,,,-0.318263210356236,-78.4595753531903,
11:23:08.912,0,32.5,12.7,12.6,0,,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:09.008,,,,,,,,,,,,,,91,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:09.359,,,,,,,,0,,10.732792612518,14.274,0,2.14187908736111,,662,36,,,12.9411764705882,0,0,-0.318263210356236,-78.4595753531903,
11:23:09.416,,,,,,12.156862745098,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:09.504,,,,,,,,,,,,,,,,,13.2,,,,,-0.318263210356236,-78.4595753531903,
11:23:09.544,0,32.5,12.7,12.6,0,,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:09.634,,,,,,,,0,,10.732792612518,14.172,0,2.14187908736111,,666,36,,,12.9411764705882,0,0,-0.318263210356236,-78.4595753531903,
11:23:09.679,,,,,,12.156862745098,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:09.792,,,,,,,,,,,,,,,,,13.3,,,,,-0.318263210356236,-78.4595753531903,
11:23:09.811,0,32.5,12.7,12.7,0,,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:09.904,,,,,,,,,,,,,,91,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:09.959,,,,,,,,0,,10.732792612518,14.274,0,2.14187908736111,,671,36,,,12.9411764705882,0,0,-0.318263210356236,-78.4595753531903,
11:23:10.058,,,,,,12.156862745098,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:10.149,,,,,,,,,,,,,,,,,13.3,,,,,-0.318263210356236,-78.4595753531903,
11:23:10.243,0,32.5,12.7,12.6,0,,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:10.337,,,,,,,,0,,10.732792612518,14.07,0,2.14187908736111,,662,36,,,12.9411764705882,0,0,-0.318263210356236,-78.4595753531903,
11:23:10.390,,,,,,12.156862745098,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:10.514,,,,,,,,,,,,,,,,,13.3,,,,,-0.318263210356236,-78.4595753531903,
11:23:10.520,0,32.5,12.7,12.7,0,,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:10.623,,,,,,,,,,,,,,91,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:10.703,,,,,,,,0,,10.732792612518,14.274,0,2.14187908736111,,665,36,,,12.9411764705882,0,0,-0.318263210356236,-78.4595753531903,
11:23:10.761,,,,,,12.156862745098,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:10.881,,,,,,,,,,,,,,,,,13.3,,,,,-0.318263210356236,-78.4595753531903,
11:23:10.911,0,32.5,12.7,12.6,0,,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:11.012,,,,,,,,0,,10.732792612518,14.172,0,2.14187908736111,,651,36,,,12.9411764705882,0,0,-0.318263210356236,-78.4595753531903,
11:23:11.066,,,,,,12.156862745098,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:11.152,,,,,,,,,,,,,,,,,13.3,,,,,-0.318263210356236,-78.4595753531903,
11:23:11.185,0,32.5,12.8,12.7,0,,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:11.276,,,,,,,,,,,,,,91,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:11.343,,,,,,,,0,,10.732792612518,14.172,0,2.14187908736111,,660,36,,,12.9411764705882,0,0,-0.318263210356236,-78.4595753531903,
11:23:11.397,,,,,,12.156862745098,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:11.463,,,,,,,,,,,,,,,,,13.3,,,,,-0.318263210356236,-78.4595753531903,
11:23:11.517,0,32.5,12.7,12.6,0,,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:11.607,,,,,,,,0,,10.732792612518,14.172,0,2.14187908736111,,661,36,,,12.9411764705882,0,0,-0.318263210356236,-78.4595753531903,
11:23:11.670,,,,,,12.156862745098,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:12.031,,,,,,,,,,,,,,,,,13.3,,,,,-0.318263210356236,-78.4595753531903,
11:23:12.066,0,32.5,12.7,12.6,0,,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:12.139,,,,,,,,,,,,,,91,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:12.194,,,,,,,,0,,10.732792612518,14.172,0,2.14187908736111,,677,36,,,12.9411764705882,0,0,-0.318263210356236,-78.4595753531903,
11:23:12.249,,,,,,12.156862745098,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:12.327,,,,,,,,,,,,,,,,,13.3,,,,,-0.318263210356236,-78.4595753531903,
11:23:12.390,0,32.5,12.7,12.7,0,,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:12.496,,,,,,,,0,,10.732792612518,14.172,0,2.14187908736111,,666,36,,,12.9411764705882,0,0,-0.318263210356236,-78.4595753531903,
11:23:12.555,,,,,,12.156862745098,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:12.631,,,,,,,,,,,,,,,,,13.3,,,,,-0.318263210356236,-78.4595753531903,
11:23:12.734,0,32.5,12.7,12.6,0,,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:12.808,,,,,,,,,,,,,,91,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:12.864,,,,,,,,0,,10.732792612518,13.968,0,2.14187908736111,,666,36,,,12.9411764705882,0,0,-0.318263210356236,-78.4595753531903,
11:23:12.920,,,,,,12.156862745098,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:13.019,,,,,,,,,,,,,,,,,13.2,,,,,-0.318263210356236,-78.4595753531903,
11:23:13.050,0,32.5,12.7,12.6,0,,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:13.156,,,,,,,,0,,10.732792612518,14.172,0,2.14187908736111,,658,36,,,12.9411764705882,0,0,-0.318263210356236,-78.4595753531903,
11:23:13.213,,,,,,11.7647058823529,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:13.341,,,,,,,,,,,,,,,,,13.3,,,,,-0.318263210356236,-78.4595753531903,
11:23:13.372,0,32.5,12.8,12.7,0,,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:13.496,,,,,,,,,,,,,,91,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:13.554,,,,,,,,0,,10.732792612518,14.172,0,2.14187908736111,,660,36,,,12.9411764705882,0,0,-0.318263210356236,-78.4595753531903,
11:23:13.598,,,,,,12.156862745098,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:13.685,,,,,,,,,,,,,,,,,13.2,,,,,-0.318263210356236,-78.4595753531903,
11:23:13.747,0,32.5,12.7,12.7,0,,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:13.864,,,,,,,,0,,10.732792612518,14.172,0,2.14187908736111,,650,36,,,12.9411764705882,0,0,-0.318263210356236,-78.4595753531903,
11:23:13.909,,,,,,12.156862745098,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:14.002,,,,,,,,,,,,,,,,,13.3,,,,,-0.318263210356236,-78.4595753531903,
11:23:14.032,0,32.5,12.7,12.7,0,,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:14.095,,,,,,,,,,,,,,91,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:14.153,,,,,,,,0,,10.732792612518,14.172,0,2.14187908736111,,662,36,,,12.9411764705882,0,0,-0.318263210356236,-78.4595753531903,
11:23:14.209,,,,,,12.156862745098,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:14.315,,,,,,,,,,,,,,,,,13.1,,,,,-0.318263210356236,-78.4595753531903,
11:23:14.341,0,32.5,12.7,12.6,0,,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:14.765,,,,,,,,0,,10.732792612518,14.172,0,2.14187908736111,,659,36,,,12.9411764705882,0,0,-0.318263210356236,-78.4595753531903,
11:23:14.823,,,,,,12.5490196078431,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:14.914,,,,,,,,,,,,,,,,,13.3,,,,,-0.318263210356236,-78.4595753531903,
11:23:14.946,0,32.5,12.7,12.7,0,,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:15.020,,,,,,,,,,,,,,91,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:15.078,,,,,,,,0,,10.732792612518,14.172,0,2.14187908736111,,668,36,,,12.9411764705882,0,0,-0.318263210356236,-78.4595753531903,
11:23:15.144,,,,,,12.156862745098,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:15.217,,,,,,,,,,,,,,,,,13.3,,,,,-0.318263210356236,-78.4595753531903,
11:23:15.319,0,32.5,12.7,12.6,0,,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:15.411,,,,,,,,0,,10.732792612518,14.274,0,2.14187908736111,,669,36,,,12.9411764705882,0,0,-0.318263210356236,-78.4595753531903,
11:23:15.459,,,,,,12.156862745098,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:15.592,0,32.5,12.7,12.6,0,,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:15.596,,,,,,,,,,,,,,,,,13.3,,,,,-0.318263210356236,-78.4595753531903,
11:23:15.674,,,,,,,,,,,,,,91,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:15.751,,,,,,,,0,,10.732792612518,14.274,0,2.14187908736111,,670,36,,,12.9411764705882,0,0,-0.318263210356236,-78.4595753531903,
11:23:15.811,,,,,,12.156862745098,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:15.884,,,,,,,,,,,,,,,,,13.2,,,,,-0.318263210356236,-78.4595753531903,
11:23:15.994,0,32.5,12.7,12.7,0,,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:16.096,,,,,,,,0,,10.732792612518,14.172,0,2.14187908736111,,665,36,,,12.9411764705882,0,0,-0.318263210356236,-78.4595753531903,
11:23:16.140,,,,,,12.156862745098,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:16.231,,,,,,,,,,,,,,,,,13.3,,,,,-0.318263210356236,-78.4595753531903,
11:23:16.262,0,32.5,12.7,12.7,0,,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:16.356,,,,,,,,,,,,,,91,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:16.424,,,,,,,,0,,10.732792612518,14.274,0,2.14187908736111,,671,36,,,12.9411764705882,0,0,-0.318263210356236,-78.4595753531903,
11:23:16.482,,,,,,12.156862745098,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:16.614,0,32.5,12.7,12.6,0,,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:16.621,,,,,,,,,,,,,,,,,13.3,,,,,-0.318263210356236,-78.4595753531903,
11:23:16.718,,,,,,,,0,,10.732792612518,14.172,0,2.14187908736111,,658,36,,,12.9411764705882,0,0,-0.318263210356236,-78.4595753531903,
11:23:16.774,,,,,,12.156862745098,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:16.873,,,,,,,,,,,,,,,,,13.3,,,,,-0.318263210356236,-78.4595753531903,
11:23:16.907,0,32.5,12.7,12.7,0,,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:16.987,,,,,,,,,,,,,,91,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:17.043,,,,,,,,0,,10.732792612518,14.274,0,2.14187908736111,,662,36,,,12.9411764705882,0,0,-0.318263210356236,-78.4595753531903,
11:23:17.101,,,,,,12.156862745098,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:17.564,0,32.5,12.7,12.6,0,,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:17.591,,,,,,,,,,,,,,,,,13.1,,,,,-0.318263210356236,-78.4595753531903,
11:23:17.676,,,,,,,,0,,10.732792612518,14.172,0,2.14187908736111,,663,36,,,12.9411764705882,0,0,-0.318263210356236,-78.4595753531903,
11:23:17.766,,,,,,12.156862745098,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:17.839,,,,,,,,,,,,,,,,,13.3,,,,,-0.318263210356236,-78.4595753531903,
11:23:17.941,0,32.5,12.7,12.6,0,,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:18.025,,,,,,,,,,,,,,91,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:18.082,,,,,,,,0,,10.732792612518,14.172,0,2.14187908736111,,661,36,,,12.9411764705882,0,0,-0.318263210356236,-78.4595753531903,
11:23:18.147,,,,,,12.156862745098,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:18.206,,,,,,,,,,,,,,,,,13.3,,,,,-0.318263210356236,-78.4595753531903,
11:23:18.274,0,32.5,12.8,12.7,0,,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:18.379,,,,,,,,0,,10.732792612518,14.274,0,2.14187908736111,,674,36,,,12.9411764705882,0,0,-0.318263210356236,-78.4595753531903,
11:23:18.447,,,,,,12.156862745098,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:18.566,,,,,,,,,,,,,,,,,13.3,,,,,-0.318263210356236,-78.4595753531903,
11:23:18.607,0,32.5,12.7,12.7,0,,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:18.692,,,,,,,,,,,,,,91,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:18.750,,,,,,,,0,,10.732792612518,14.07,0,2.14187908736111,,665,36,,,12.9411764705882,0,0,-0.318263210356236,-78.4595753531903,
11:23:18.800,,,,,,12.156862745098,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:18.932,0,32.5,12.7,12.6,0,,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:18.936,,,,,,,,,,,,,,,,,13.3,,,,,-0.318263210356236,-78.4595753531903,
11:23:19.030,,,,,,,,0,,10.732792612518,14.274,0,2.14187908736111,,674,36,,,12.9411764705882,0,0,-0.318263210356236,-78.4595753531903,
11:23:19.081,,,,,,12.156862745098,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:19.172,,,,,,,,,,,,,,,,,13.3,,,,,-0.318263210356236,-78.4595753531903,
11:23:19.203,0,32.5,12.7,12.7,0,,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:19.287,,,,,,,,,,,,,,91,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:19.347,,,,,,,,0,,10.732792612518,14.172,0,2.14187908736111,,663,36,,,12.9411764705882,0,0,-0.318263210356236,-78.4595753531903,
11:23:19.406,,,,,,12.156862745098,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:19.491,,,,,,,,,,,,,,,,,13.2,,,,,-0.318263210356236,-78.4595753531903,
11:23:19.532,0,32.5,12.8,12.7,0,,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:19.640,,,,,,,,0,,10.732792612518,14.172,0,2.14187908736111,,667,36,,,12.9411764705882,0,0,-0.318263210356236,-78.4595753531903,
11:23:19.698,,,,,,12.156862745098,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:19.780,,,,,,,,,,,,,,,,,13.3,,,,,-0.318263210356236,-78.4595753531903,
11:23:19.837,0,32.5,12.7,12.6,0,,,,,,,,,,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:19.922,,,,,,,,,,,,,,91,,,,,,,,-0.318263210356236,-78.4595753531903,
11:23:19.972,,,,,,,,0,,10.732792612518,14.07,0,2.14187908736111,,653,36,,,12.9411764705882,0,0,-0.318263210356236,-78.4595753531903,
